"id","fqdn/ip","port","severity","finding","cve","cwe"
"optimal_proto","www.ille-et-vilaine.fr/46.183.50.35","443","WARN","www.ille-et-vilaine.fr:443 appears to support TLS 1.3 ONLY, but /home/testssl/bin/openssl.Linux.x86_64 does not support TLS 1.3","",""
